source,target,source_label,type,target_label
CL:0000715,CL:0011008,embryonic crystal cell,is a,embryonic hemocyte
CL:0000716,CL:0000392,lymph gland crystal cell,is a,crystal cell
CL:0000716,CL:0000735,lymph gland crystal cell,is a,lymph gland hemocyte
CL:0000718,CL:0000306,compound eye cone cell,is a,crystallin accumulating cell
CL:0000718,CL:0002319,compound eye cone cell,is a,neural cell
CL:0000719,CL:0000718,posterior cone cell (sensu Endopterygota),is a,compound eye cone cell
CL:0000720,CL:0000718,anterior cone cell (sensu Endopterygota),is a,compound eye cone cell
CL:0000721,CL:0000718,equatorial cone cell (sensu Endopterygota),is a,compound eye cone cell
CL:0000722,CL:0000548,cystoblast,is a,animal cell
CL:0000722,CL:0000586,cystoblast,is a,germ cell
CL:0000723,CL:0000034,somatic stem cell,is a,stem cell
CL:0000723,CL:0002371,somatic stem cell,is a,somatic cell
CL:0000724,CL:0000520,heterocyst,is a,prokaryotic cell
CL:0000724,CL:0000725,heterocyst,is a,nitrogen fixing cell
CL:0000725,CL:0000003,nitrogen fixing cell,is a,native cell
CL:0000726,CL:0000605,chlamydospore,is a,fungal asexual spore
CL:0000730,CL:0000066,leading edge cell,is a,epithelial cell
CL:0000730,CL:0002371,leading edge cell,is a,somatic cell
CL:0000731,CL:0000244,urothelial cell,is a,transitional epithelial cell
CL:0000732,CL:0000219,amoeboid cell,is a,motile cell
CL:0000732,CL:0000548,amoeboid cell,is a,animal cell
CL:0000733,CL:0000394,lymph gland plasmatocyte,is a,plasmatocyte
CL:0000733,CL:0000735,lymph gland plasmatocyte,is a,lymph gland hemocyte
CL:0000735,CL:0000387,lymph gland hemocyte,is a,hemocyte (sensu Arthropoda)
CL:0000737,CL:0000187,striated muscle cell,is a,muscle cell
CL:0000738,CL:0000219,leukocyte,is a,motile cell
CL:0000738,CL:0000988,leukocyte,is a,hematopoietic cell
CL:0000738,CL:0002242,leukocyte,is a,nucleate cell
CL:0000740,CL:0000117,retinal ganglion cell,is a,CNS neuron (sensu Vertebrata)
CL:0000741,CL:0008039,spinal accessory motor neuron,is a,lower motor neuron
CL:0000742,CL:1001607,periarticular chondrocyte,is a,articular chondrocyte
CL:0000743,CL:0000138,hypertrophic chondrocyte,is a,chondrocyte
CL:0000744,CL:0000138,columnar chondrocyte,is a,chondrocyte
CL:0000745,CL:0000099,retina horizontal cell,is a,interneuron
CL:0000746,CL:0002494,cardiac muscle cell,is a,cardiocyte
CL:0000746,CL:0000737,cardiac muscle cell,is a,striated muscle cell
CL:0000747,CL:0000147,cyanophore,is a,pigment cell
CL:0000747,CL:0000548,cyanophore,is a,animal cell
CL:0000748,CL:0000103,retinal bipolar neuron,is a,bipolar neuron
CL:0000748,CL:0000679,retinal bipolar neuron,is a,glutamatergic neuron
CL:0000748,CL:0008028,retinal bipolar neuron,is a,visual system neuron
CL:0000748,CL:0009004,retinal bipolar neuron,is a,retinal cell
CL:0000749,CL:0000748,ON-bipolar cell,is a,retinal bipolar neuron
CL:0000750,CL:0000748,OFF-bipolar cell,is a,retinal bipolar neuron
CL:0000751,CL:0000749,rod bipolar cell,is a,ON-bipolar cell
CL:0000752,CL:0000748,cone retinal bipolar cell,is a,retinal bipolar neuron
CL:0000753,CL:0000752,type 1 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000754,CL:0000752,type 2 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000755,CL:0000752,type 3 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000756,CL:0000752,type 4 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000757,CL:0000752,type 5 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000758,CL:0000752,type 6 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000759,CL:0000752,type 7 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000760,CL:0000752,type 8 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000761,CL:0000752,type 9 cone bipolar cell (sensu Mus),is a,cone retinal bipolar cell
CL:0000762,CL:0000226,nucleated thrombocyte,is a,single nucleate cell
CL:0000762,CL:0000763,nucleated thrombocyte,is a,myeloid cell
CL:0000763,CL:0000988,myeloid cell,is a,hematopoietic cell
CL:0000764,CL:0000763,erythroid lineage cell,is a,myeloid cell
CL:0000765,CL:0000764,erythroblast,is a,erythroid lineage cell
CL:0000765,CL:0011026,erythroblast,is a,progenitor cell
CL:0000766,CL:0000738,myeloid leukocyte,is a,leukocyte
CL:0000766,CL:0000763,myeloid leukocyte,is a,myeloid cell
CL:0000767,CL:0000094,basophil,is a,granulocyte
CL:0000768,CL:0000767,immature basophil,is a,basophil
CL:0000769,CL:0000768,basophilic metamyelocyte,is a,immature basophil
CL:0000769,CL:0002192,basophilic metamyelocyte,is a,metamyelocyte
CL:0000770,CL:0000768,band form basophil,is a,immature basophil
CL:0000771,CL:0000094,eosinophil,is a,granulocyte
CL:0000772,CL:0000771,immature eosinophil,is a,eosinophil
CL:0000773,CL:0000772,eosinophilic metamyelocyte,is a,immature eosinophil
CL:0000773,CL:0002192,eosinophilic metamyelocyte,is a,metamyelocyte
CL:0000774,CL:0000772,band form eosinophil,is a,immature eosinophil
CL:0000775,CL:0000094,neutrophil,is a,granulocyte
CL:0000776,CL:0000775,immature neutrophil,is a,neutrophil
CL:0000777,CL:0000864,mesangial phagocyte,is a,tissue-resident macrophage
CL:0000778,CL:0000092,mononuclear osteoclast,is a,osteoclast
CL:0000778,CL:0000842,mononuclear osteoclast,is a,mononuclear cell
CL:0000779,CL:0000228,multinuclear osteoclast,is a,multinucleate cell
CL:0000779,CL:0000092,multinuclear osteoclast,is a,osteoclast
CL:0000780,CL:0000588,multinuclear odontoclast,is a,odontoclast
CL:0000780,CL:0000779,multinuclear odontoclast,is a,multinuclear osteoclast
CL:0000781,CL:0000588,mononuclear odontoclast,is a,odontoclast
CL:0000781,CL:0000778,mononuclear odontoclast,is a,mononuclear osteoclast
CL:0000782,CL:0000766,myeloid dendritic cell,is a,myeloid leukocyte
CL:0000782,CL:0000990,myeloid dendritic cell,is a,conventional dendritic cell
CL:0000783,CL:0000228,multinucleated phagocyte,is a,multinucleate cell
CL:0000783,CL:0000518,multinucleated phagocyte,is a,phagocyte (sensu Vertebrata)
CL:0000784,CL:0000451,plasmacytoid dendritic cell,is a,dendritic cell
CL:0000785,CL:0000145,mature B cell,is a,professional antigen presenting cell
CL:0000785,CL:0001201,mature B cell,is a,"B cell, CD19-positive"
CL:0000786,CL:0000946,plasma cell,is a,antibody secreting cell
CL:0000787,CL:0000785,memory B cell,is a,mature B cell
CL:0000788,CL:0000785,naive B cell,is a,mature B cell
CL:0000789,CL:0000084,alpha-beta T cell,is a,T cell
CL:0000790,CL:0002420,immature alpha-beta T cell,is a,immature T cell
CL:0000790,CL:0000789,immature alpha-beta T cell,is a,alpha-beta T cell
CL:0000791,CL:0002419,mature alpha-beta T cell,is a,mature T cell
CL:0000791,CL:0000789,mature alpha-beta T cell,is a,alpha-beta T cell
CL:0000792,CL:0000624,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0000792,CL:0000815,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",is a,regulatory T cell
CL:0000793,CL:0000624,"CD4-positive, alpha-beta intraepithelial T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0000793,CL:0000797,"CD4-positive, alpha-beta intraepithelial T cell",is a,alpha-beta intraepithelial T cell
CL:0000794,CL:0000625,"CD8-positive, alpha-beta cytotoxic T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0000795,CL:0000625,"CD8-positive, alpha-beta regulatory T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0000795,CL:0000815,"CD8-positive, alpha-beta regulatory T cell",is a,regulatory T cell
CL:0000796,CL:0000797,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",is a,alpha-beta intraepithelial T cell
CL:0000797,CL:0002496,alpha-beta intraepithelial T cell,is a,intraepithelial lymphocyte
CL:0000797,CL:0000791,alpha-beta intraepithelial T cell,is a,mature alpha-beta T cell
CL:0000798,CL:0000084,gamma-delta T cell,is a,T cell
CL:0000799,CL:0002420,immature gamma-delta T cell,is a,immature T cell
CL:0000799,CL:0000798,immature gamma-delta T cell,is a,gamma-delta T cell
CL:0000800,CL:0002419,mature gamma-delta T cell,is a,mature T cell
CL:0000800,CL:0000798,mature gamma-delta T cell,is a,gamma-delta T cell
CL:0000801,CL:0002496,gamma-delta intraepithelial T cell,is a,intraepithelial lymphocyte
CL:0000801,CL:0000800,gamma-delta intraepithelial T cell,is a,mature gamma-delta T cell
CL:0000802,CL:0000801,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",is a,gamma-delta intraepithelial T cell
CL:0000803,CL:0000801,CD4-negative CD8-negative gamma-delta intraepithelial T cell,is a,gamma-delta intraepithelial T cell
CL:0000805,CL:0000893,immature single positive thymocyte,is a,thymocyte
CL:0000806,CL:0002489,DN2 thymocyte,is a,double negative thymocyte
CL:0000807,CL:0002489,DN3 thymocyte,is a,double negative thymocyte
CL:0000808,CL:0002489,DN4 thymocyte,is a,double negative thymocyte
CL:0000809,CL:0000790,"double-positive, alpha-beta thymocyte",is a,immature alpha-beta T cell
CL:0000809,CL:0000893,"double-positive, alpha-beta thymocyte",is a,thymocyte
CL:0000810,CL:0000790,"CD4-positive, alpha-beta thymocyte",is a,immature alpha-beta T cell
CL:0000810,CL:0000893,"CD4-positive, alpha-beta thymocyte",is a,thymocyte
CL:0000811,CL:0000790,"CD8-positive, alpha-beta thymocyte",is a,immature alpha-beta T cell
CL:0000811,CL:0000893,"CD8-positive, alpha-beta thymocyte",is a,thymocyte
CL:0000813,CL:0002419,memory T cell,is a,mature T cell
CL:0000814,CL:0000791,mature NK T cell,is a,mature alpha-beta T cell
CL:0000815,CL:0002419,regulatory T cell,is a,mature T cell
CL:0000816,CL:0001201,immature B cell,is a,"B cell, CD19-positive"
CL:0000817,CL:0001201,precursor B cell,is a,"B cell, CD19-positive"
CL:0000818,CL:0001201,transitional stage B cell,is a,"B cell, CD19-positive"
CL:0000819,CL:0000785,B-1 B cell,is a,mature B cell
CL:0000820,CL:0000819,B-1a B cell,is a,B-1 B cell
CL:0000821,CL:0000819,B-1b B cell,is a,B-1 B cell
CL:0000822,CL:0000785,B-2 B cell,is a,mature B cell
CL:0000823,CL:0000623,immature natural killer cell,is a,natural killer cell
CL:0000823,CL:0001082,immature natural killer cell,is a,immature innate lymphoid cell
CL:0000824,CL:0000623,mature natural killer cell,is a,natural killer cell
CL:0000825,CL:0000838,pro-NK cell,is a,lymphoid lineage restricted progenitor cell
CL:0000826,CL:0000838,pro-B cell,is a,lymphoid lineage restricted progenitor cell
CL:0000827,CL:0000838,pro-T cell,is a,lymphoid lineage restricted progenitor cell
CL:0000828,CL:0000226,thromboblast,is a,single nucleate cell
CL:0000828,CL:0000763,thromboblast,is a,myeloid cell
CL:0000828,CL:0000839,thromboblast,is a,myeloid lineage restricted progenitor cell
CL:0000829,CL:0000835,basophilic myeloblast,is a,myeloblast
CL:0000830,CL:0000836,basophilic promyelocyte,is a,promyelocyte
CL:0000831,CL:0000763,mast cell progenitor,is a,myeloid cell
CL:0000831,CL:0000839,mast cell progenitor,is a,myeloid lineage restricted progenitor cell
CL:0000832,CL:0000835,eosinophilic myeloblast,is a,myeloblast
CL:0000833,CL:0000836,eosinophilic promyelocyte,is a,promyelocyte
CL:0000834,CL:0000763,neutrophil progenitor cell,is a,myeloid cell
CL:0000834,CL:0002191,neutrophil progenitor cell,is a,granulocytopoietic cell
CL:0000835,CL:0000763,myeloblast,is a,myeloid cell
CL:0000835,CL:0002191,myeloblast,is a,granulocytopoietic cell
CL:0000836,CL:0000763,promyelocyte,is a,myeloid cell
CL:0000836,CL:0002191,promyelocyte,is a,granulocytopoietic cell
CL:0000837,CL:0008001,hematopoietic multipotent progenitor cell,is a,hematopoietic precursor cell
CL:0000838,CL:0011026,lymphoid lineage restricted progenitor cell,is a,progenitor cell
CL:0000838,CL:0002031,lymphoid lineage restricted progenitor cell,is a,hematopoietic lineage restricted progenitor cell
CL:0000839,CL:0011026,myeloid lineage restricted progenitor cell,is a,progenitor cell
CL:0000839,CL:0002031,myeloid lineage restricted progenitor cell,is a,hematopoietic lineage restricted progenitor cell
CL:0000840,CL:0000766,immature conventional dendritic cell,is a,myeloid leukocyte
CL:0000840,CL:0000990,immature conventional dendritic cell,is a,conventional dendritic cell
CL:0000841,CL:0000766,mature conventional dendritic cell,is a,myeloid leukocyte
CL:0000841,CL:0000990,mature conventional dendritic cell,is a,conventional dendritic cell
CL:0000842,CL:0000226,mononuclear cell,is a,single nucleate cell
CL:0000842,CL:0000738,mononuclear cell,is a,leukocyte
CL:0000843,CL:0000822,follicular B cell,is a,B-2 B cell
CL:0000844,CL:0000785,germinal center B cell,is a,mature B cell
CL:0000845,CL:2000074,marginal zone B cell of spleen,is a,splenocyte
CL:0000845,CL:0000785,marginal zone B cell of spleen,is a,mature B cell
CL:0000846,CL:0000066,vestibular dark cell,is a,epithelial cell
CL:0000846,CL:0002371,vestibular dark cell,is a,somatic cell
CL:0000847,CL:0000064,ciliated olfactory receptor neuron,is a,ciliated cell
CL:0000847,CL:0000207,ciliated olfactory receptor neuron,is a,olfactory receptor cell
CL:0000848,CL:0000207,microvillous olfactory receptor neuron,is a,olfactory receptor cell
CL:0000849,CL:0000207,crypt olfactory receptor neuron,is a,olfactory receptor cell
CL:0000850,CL:0000458,serotonergic neuron,is a,serotonin secreting cell
CL:0000850,CL:0000540,serotonergic neuron,is a,neuron
CL:0000851,CL:0000151,neuromast mantle cell,is a,secretory cell
CL:0000851,CL:0000548,neuromast mantle cell,is a,animal cell
CL:0000852,CL:0000630,neuromast supporting cell,is a,supporting cell
CL:0000853,CL:0000630,olfactory epithelial supporting cell,is a,supporting cell
CL:0000853,CL:0002169,olfactory epithelial supporting cell,is a,basal cell of olfactory epithelium
CL:0000854,CL:0000133,interneuromast cell,is a,neurectodermal cell
CL:0000855,CL:0000199,sensory hair cell,is a,mechanoreceptor cell
CL:0000856,CL:0000006,neuromast hair cell,is a,neuronal receptor cell
CL:0000856,CL:0000855,neuromast hair cell,is a,sensory hair cell
CL:0000857,CL:0000515,slow muscle myoblast,is a,skeletal muscle myoblast
CL:0000858,CL:0000515,fast muscle myoblast,is a,skeletal muscle myoblast
CL:0000860,CL:0000234,classical monocyte,is a,phagocyte
CL:0000860,CL:0000576,classical monocyte,is a,monocyte
CL:0000861,CL:0000235,elicited macrophage,is a,macrophage
CL:0000862,CL:0000861,suppressor macrophage,is a,elicited macrophage
CL:0000863,CL:0000861,inflammatory macrophage,is a,elicited macrophage
CL:0000864,CL:0000235,tissue-resident macrophage,is a,macrophage
CL:0000865,CL:0000885,gastrointestinal tract (lamina propria) macrophage,is a,gut-associated lymphoid tissue macrophage
CL:0000866,CL:0000864,thymic macrophage,is a,tissue-resident macrophage
CL:0000867,CL:0000864,secondary lymphoid organ macrophage,is a,tissue-resident macrophage
CL:0000868,CL:0000867,lymph node macrophage,is a,secondary lymphoid organ macrophage
CL:0000869,CL:0000885,tonsillar macrophage,is a,gut-associated lymphoid tissue macrophage
CL:0000870,CL:0000885,Peyer's patch macrophage,is a,gut-associated lymphoid tissue macrophage
CL:0000871,CL:2000074,splenic macrophage,is a,splenocyte
CL:0000871,CL:0000867,splenic macrophage,is a,secondary lymphoid organ macrophage
CL:0000872,CL:0000871,splenic marginal zone macrophage,is a,splenic macrophage
CL:0000873,CL:0000871,splenic metallophillic macrophage,is a,splenic macrophage
CL:0000874,CL:0000871,splenic red pulp macrophage,is a,splenic macrophage
CL:0000875,CL:0000576,non-classical monocyte,is a,monocyte
CL:0000876,CL:0000871,splenic white pulp macrophage,is a,splenic macrophage
CL:0000877,CL:0000876,splenic tingible body macrophage,is a,splenic white pulp macrophage
CL:0000878,CL:0000864,central nervous system macrophage,is a,tissue-resident macrophage
CL:0000878,CL:0002319,central nervous system macrophage,is a,neural cell
CL:0000879,CL:0000878,meningeal macrophage,is a,central nervous system macrophage
CL:0000880,CL:0000878,choroid-plexus macrophage,is a,central nervous system macrophage
CL:0000881,CL:0000878,perivascular macrophage,is a,central nervous system macrophage
CL:0000882,CL:0000866,thymic medullary macrophage,is a,thymic macrophage
CL:0000883,CL:0000866,thymic cortical macrophage,is a,thymic macrophage
CL:0000884,CL:0000867,mucosa-associated lymphoid tissue macrophage,is a,secondary lymphoid organ macrophage
CL:0000885,CL:0000884,gut-associated lymphoid tissue macrophage,is a,mucosa-associated lymphoid tissue macrophage
CL:0000886,CL:0000884,nasal and broncial associated lymphoid tissue macrophage,is a,mucosa-associated lymphoid tissue macrophage
CL:0000887,CL:0000868,lymph node subcapsular sinus macrophage,is a,lymph node macrophage
CL:0000888,CL:0000868,lymph node tingible body macrophage,is a,lymph node macrophage
CL:0000889,CL:0000766,myeloid suppressor cell,is a,myeloid leukocyte
CL:0000890,CL:0000861,alternatively activated macrophage,is a,elicited macrophage
CL:0000891,CL:0000003,foam cell,is a,native cell
CL:0000892,CL:0000891,smooth muscle cell derived foam cell,is a,foam cell
CL:0000893,CL:0002420,thymocyte,is a,immature T cell
CL:0000894,CL:0000827,DN1 thymic pro-T cell,is a,pro-T cell
CL:0000895,CL:0000624,"naive thymus-derived CD4-positive, alpha-beta T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0000895,CL:0000898,"naive thymus-derived CD4-positive, alpha-beta T cell",is a,naive T cell
CL:0000896,CL:0000624,"activated CD4-positive, alpha-beta T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0000897,CL:0000624,"CD4-positive, alpha-beta memory T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0000897,CL:0000813,"CD4-positive, alpha-beta memory T cell",is a,memory T cell
CL:0000898,CL:0002419,naive T cell,is a,mature T cell
CL:0000899,CL:0000492,T-helper 17 cell,is a,CD4-positive helper T cell
CL:0000900,CL:0000625,"naive thymus-derived CD8-positive, alpha-beta T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0000900,CL:0000898,"naive thymus-derived CD8-positive, alpha-beta T cell",is a,naive T cell
CL:0000901,CL:0000492,Tr1 cell,is a,CD4-positive helper T cell
CL:0000901,CL:0000815,Tr1 cell,is a,regulatory T cell
CL:0000902,CL:0000792,induced T-regulatory cell,is a,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
CL:0000903,CL:0000792,natural T-regulatory cell,is a,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
CL:0000904,CL:0001204,"central memory CD4-positive, alpha-beta T cell",is a,"CD4-positive, alpha-beta memory T cell, CD45RO-positive"
CL:0000905,CL:0001204,"effector memory CD4-positive, alpha-beta T cell",is a,"CD4-positive, alpha-beta memory T cell, CD45RO-positive"
CL:0000906,CL:0000625,"activated CD8-positive, alpha-beta T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0000907,CL:0001203,"central memory CD8-positive, alpha-beta T cell",is a,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
CL:0000908,CL:0000625,"CD8-positive, alpha-beta cytokine secreting effector T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0000909,CL:0000625,"CD8-positive, alpha-beta memory T cell",is a,"CD8-positive, alpha-beta T cell"
CL:0000909,CL:0000813,"CD8-positive, alpha-beta memory T cell",is a,memory T cell
CL:0000910,CL:0000911,cytotoxic T cell,is a,effector T cell
CL:0000911,CL:0002419,effector T cell,is a,mature T cell
CL:0000912,CL:0000911,helper T cell,is a,effector T cell
CL:0000913,CL:0001203,"effector memory CD8-positive, alpha-beta T cell",is a,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
CL:0000914,CL:0000790,immature NK T cell,is a,immature alpha-beta T cell
CL:0000915,CL:0000797,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",is a,alpha-beta intraepithelial T cell
CL:0000916,CL:0000800,dendritic epidermal T cell,is a,mature gamma-delta T cell
CL:0000917,CL:0000908,Tc1 cell,is a,"CD8-positive, alpha-beta cytokine secreting effector T cell"
CL:0000918,CL:0000908,Tc2 cell,is a,"CD8-positive, alpha-beta cytokine secreting effector T cell"
CL:0000918,CL:0001052,Tc2 cell,is a,"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell"
CL:0000919,CL:0000795,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",is a,"CD8-positive, alpha-beta regulatory T cell"
CL:0000920,CL:0000795,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",is a,"CD8-positive, alpha-beta regulatory T cell"
CL:0000921,CL:0000814,type I NK T cell,is a,mature NK T cell
CL:0000922,CL:0000814,type II NK T cell,is a,mature NK T cell
CL:0000923,CL:0000921,CD4-positive type I NK T cell,is a,type I NK T cell
CL:0000924,CL:0000921,"CD4-negative, CD8-negative type I NK T cell",is a,type I NK T cell
CL:0000925,CL:0000923,activated CD4-positive type I NK T cell,is a,CD4-positive type I NK T cell
CL:0000926,CL:0000923,CD4-positive type I NK T cell secreting interferon-gamma,is a,CD4-positive type I NK T cell
CL:0000927,CL:0000923,CD4-positive type I NK T cell secreting interleukin-4,is a,CD4-positive type I NK T cell
CL:0000928,CL:0000924,"activated CD4-negative, CD8-negative type I NK T cell",is a,"CD4-negative, CD8-negative type I NK T cell"
CL:0000929,CL:0000924,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma",is a,"CD4-negative, CD8-negative type I NK T cell"
CL:0000930,CL:0000924,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4",is a,"CD4-negative, CD8-negative type I NK T cell"
CL:0000931,CL:0000922,activated type II NK T cell,is a,type II NK T cell
CL:0000932,CL:0000922,type II NK T cell secreting interferon-gamma,is a,type II NK T cell
CL:0000933,CL:0000922,type II NK T cell secreting interleukin-4,is a,type II NK T cell
CL:0000934,CL:0000624,"CD4-positive, alpha-beta cytotoxic T cell",is a,"CD4-positive, alpha-beta T cell"
CL:0000935,CL:0000797,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",is a,alpha-beta intraepithelial T cell
CL:0000936,CL:0000837,early lymphoid progenitor,is a,hematopoietic multipotent progenitor cell
CL:0000936,CL:0011026,early lymphoid progenitor,is a,progenitor cell
CL:0000937,CL:0000623,pre-natural killer cell,is a,natural killer cell
CL:0000938,CL:0000824,"CD16-negative, CD56-bright natural killer cell, human",is a,mature natural killer cell
CL:0000939,CL:0000824,"CD16-positive, CD56-dim natural killer cell, human",is a,mature natural killer cell
CL:0000940,CL:0000791,mucosal invariant T cell,is a,mature alpha-beta T cell
CL:0000941,CL:0000990,thymic conventional dendritic cell,is a,conventional dendritic cell
CL:0000942,CL:0000784,thymic plasmacytoid dendritic cell,is a,plasmacytoid dendritic cell
CL:0000943,CL:0000968,Be1 Cell,is a,Be cell
CL:0000944,CL:0000968,Be2 cell,is a,Be cell
CL:0000945,CL:0000542,lymphocyte of B lineage,is a,lymphocyte
CL:0000946,CL:0000945,antibody secreting cell,is a,lymphocyte of B lineage
CL:0000947,CL:0000974,IgE plasma cell,is a,long lived plasma cell
CL:0000948,CL:0000972,IgE memory B cell,is a,class switched memory B cell
CL:0000949,CL:0000980,IgD plasmablast,is a,plasmablast
CL:0000950,CL:0000980,IgE plasmablast,is a,plasmablast
CL:0000951,CL:0000975,IgE short lived plasma cell,is a,short lived plasma cell
CL:0000952,CL:0000957,preBCR-positive large pre-B-II cell,is a,large pre-B-II cell
CL:0000953,CL:0000957,preBCR-negative large pre-B-II cell,is a,large pre-B-II cell
CL:0000954,CL:0000955,small pre-B-II cell,is a,pre-B-II cell
CL:0000955,CL:0000817,pre-B-II cell,is a,precursor B cell
CL:0000956,CL:0000817,pre-B-I cell,is a,precursor B cell
CL:0000957,CL:0000955,large pre-B-II cell,is a,pre-B-II cell
CL:0000958,CL:0000818,T1 B cell,is a,transitional stage B cell
CL:0000959,CL:0000818,T2 B cell,is a,transitional stage B cell
CL:0000960,CL:0000818,T3 B cell,is a,transitional stage B cell
CL:0000961,CL:0000843,Bm1 B cell,is a,follicular B cell
CL:0000961,CL:0002056,Bm1 B cell,is a,fraction F mature B cell
CL:0000962,CL:0000843,Bm2 B cell,is a,follicular B cell
CL:0000963,CL:0000844,Bm3-delta B cell,is a,germinal center B cell
CL:0000964,CL:0000844,Bm2' B cell,is a,germinal center B cell
CL:0000965,CL:0000844,Bm3 B cell,is a,germinal center B cell
CL:0000966,CL:0000844,Bm4 B cell,is a,germinal center B cell
CL:0000967,CL:0001053,Bm5 B cell,is a,IgD-negative memory B cell
CL:0000968,CL:0000785,Be cell,is a,mature B cell
CL:0000969,CL:0000785,regulatory B cell,is a,mature B cell
CL:0000970,CL:0000787,unswitched memory B cell,is a,memory B cell
CL:0000971,CL:0001053,IgM memory B cell,is a,IgD-negative memory B cell
CL:0000972,CL:0000787,class switched memory B cell,is a,memory B cell
CL:0000973,CL:0000972,IgA memory B cell,is a,class switched memory B cell
CL:0000974,CL:0000786,long lived plasma cell,is a,plasma cell
CL:0000975,CL:0000786,short lived plasma cell,is a,plasma cell
CL:0000976,CL:0000975,IgA short lived plasma cell,is a,short lived plasma cell
CL:0000977,CL:0000975,IgG short lived plasma cell,is a,short lived plasma cell
CL:0000978,CL:0000975,IgM short lived plasma cell,is a,short lived plasma cell
CL:0000979,CL:0000972,IgG memory B cell,is a,class switched memory B cell
CL:0000980,CL:0000785,plasmablast,is a,mature B cell
CL:0000980,CL:0000946,plasmablast,is a,antibody secreting cell
CL:0000981,CL:0001053,double negative memory B cell,is a,IgD-negative memory B cell
CL:0000982,CL:0000980,IgG plasmablast,is a,plasmablast
CL:0000983,CL:0000980,IgM plasmablast,is a,plasmablast
CL:0000984,CL:0000980,IgA plasmablast,is a,plasmablast
CL:0000985,CL:0000974,IgG plasma cell,is a,long lived plasma cell
CL:0000986,CL:0000974,IgM plasma cell,is a,long lived plasma cell
CL:0000987,CL:0000974,IgA plasma cell,is a,long lived plasma cell
CL:0000988,CL:0002371,hematopoietic cell,is a,somatic cell
CL:0000989,CL:0000784,CD11c-low plasmacytoid dendritic cell,is a,plasmacytoid dendritic cell
CL:0000990,CL:0000451,conventional dendritic cell,is a,dendritic cell
CL:0000991,CL:0000784,CD11c-negative plasmacytoid dendritic cell,is a,plasmacytoid dendritic cell
CL:0000992,CL:0000766,immature CD11c-low plasmacytoid dendritic cell,is a,myeloid leukocyte
CL:0000992,CL:0000989,immature CD11c-low plasmacytoid dendritic cell,is a,CD11c-low plasmacytoid dendritic cell
CL:0000993,CL:0000766,mature CD11c-low plasmacytoid dendritic cell,is a,myeloid leukocyte
CL:0000993,CL:0000989,mature CD11c-low plasmacytoid dendritic cell,is a,CD11c-low plasmacytoid dendritic cell
CL:0000994,CL:0000991,immature CD11c-negative plasmacytoid dendritic cell,is a,CD11c-negative plasmacytoid dendritic cell
CL:0000995,CL:0001060,"CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor",is a,"hematopoietic oligopotent progenitor cell, lineage-negative"
CL:0000995,CL:0011026,"CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor",is a,progenitor cell
CL:0000996,CL:0000991,mature CD11c-negative plasmacytoid dendritic cell,is a,CD11c-negative plasmacytoid dendritic cell
CL:0000997,CL:0000840,immature CD8_alpha-negative CD11b-positive dendritic cell,is a,immature conventional dendritic cell
CL:0000997,CL:0000999,immature CD8_alpha-negative CD11b-positive dendritic cell,is a,CD4-positive CD11b-positive dendritic cell
CL:0000998,CL:0000766,CD8_alpha-negative CD11b-negative dendritic cell,is a,myeloid leukocyte
